finding,severity,target,remediation,tools_used,cvss,signature,novel
"Unauthenticated Prometheus metrics expose version, upload history, and operational data",medium,OWASP Juice Shop 14.5.1,"Require authentication or internal-network access for /metrics, or bind metrics to a non-public monitoring interface.",,5.3,T1592,no
Publicly exposed quarantine shortcut to native malware executable,medium,OWASP Juice Shop on 10.10.0.21:3000,Remove quarantine artifacts from the public web root and deny unauthenticated access to /ftp/quarantine/*.,,6.5,T1190,no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop Node/Express application:3000,Parameterize login queries and compare credentials only after selecting a single user by normalized email.,,9.8,"T1190, T1556",no
JWT signature bypass via alg=none accepted on protected APIs,critical,OWASP Juice Shop JWT authentication:3000,Configure a strict JWT algorithms allowlist and reject unsigned tokens unconditionally.,,9.8,"T1550, T1190",no
JWT RS256-to-HS256 key confusion using exposed jwt.pub,critical,OWASP Juice Shop JWT authentication:3000,Remove public key material from web paths and pin JWT verification to RS256 only with key-type validation.,,9.8,"T1550, T1190",no
Password change does not require current password,high,OWASP Juice Shop account management:3000,Require the current password or strong re-authentication before accepting password changes.,,8.1,T1098,no
Cross-account basket IDOR/BOLA,high,OWASP Juice Shop basket API:3000,Enforce object ownership checks on every basket access.,,8.1,T1190,no
Low-privilege users can enumerate all users via /api/Users,high,OWASP Juice Shop user API:3000,Require an admin role for user-list APIs and filter sensitive fields from responses.,,8.1,T1190,no
Unauthenticated admin account creation via role mass assignment,critical,OWASP Juice Shop user registration:3000,Whitelist registration fields server-side and assign roles only through trusted administrative workflows.,,9.8,"T1098, T1190",no
JWT payload leaks MD5 password hashes,medium,OWASP Juice Shop JWT authentication:3000,Remove password hashes and all sensitive fields from JWT claims and rotate tokens issued with leaked claims.,,6.5,T1552,no
Login JWT Leaks User Password Hashes,medium,OWASP Juice Shop 20.0.0 authentication on 10.10.0.21:3000,"Issue JWTs with minimal non-sensitive claims only, remove password/hash fields from token payloads and API serializers, and migrate password storage from MD5 to Argon2id or bcrypt with per-user salts.",,6.5,"T1552.001, T1110.002",no
Unauthenticated Security Question Disclosure and Account Enumeration,medium,OWASP Juice Shop authentication recovery on 10.10.0.21:3000,"Return uniform recovery responses for existing and nonexistent accounts, rate-limit recovery lookups, and avoid exposing security questions before a verified recovery step.",,5.3,"T1589.002, T1110",no
Cross-host JWT replay enables application-layer lateral movement,high,OWASP Juice Shop on 10.10.0.20:3000 and 10.10.0.21:3000 using shared JWT trust material,"Rotate JWT keys per host/environment, reject tokens without the expected issuer/audience, and invalidate tokens issued before key rotation.",,8.8,"T1550.001, T1078",no
Public encrypted announcement recoverable via textbook RSA and leaked bytecode constants,medium,OWASP Juice Shop static FTP artifacts on 10.10.0.21:3000,Remove encrypted confidential artifacts and encryption bytecode from public static directories; replace textbook RSA with standard authenticated encryption or properly padded hybrid encryption.,,5.3,"T1552, T1027",no
Unauthenticated Exposure of KeePass Password Vault Artifact,high,OWASP Juice Shop 20.0.0 static FTP artifacts on 10.10.0.21:3000,"Remove password vaults from public web paths, require authentication/authorization for support artifacts, and rotate any credentials contained in the exposed vault.",,7.5,"T1552.001, T1589",no
Session JWT exposes user's MD5 password hash,medium,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Never place password hashes or other secrets in client-visible JWT claims; issue minimal opaque/session claims and use bcrypt/argon2 for stored password hashes.,,6.5,"T1552, T1110.002",no
Unauthenticated Prometheus Metrics Exposure,medium,OWASP Juice Shop 20.0.0 metrics endpoint on 10.10.0.21:3000,Require authentication or network allow-listing for /metrics and avoid exposing business-sensitive metric labels publicly.,,5.3,T1592.002,no
JWT RS256-to-HS256 algorithm confusion allows forged bearer tokens,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Pin JWT verification to RS256 only, separate asymmetric and HMAC key paths, rotate keys, and invalidate previously issued/forged tokens.",,9.1,"T1552, T1606",no
JWT Sessions Remain Valid After Password Change,medium,OWASP Juice Shop 20.0.0 authentication/session management on 10.10.0.21:3000,"Invalidate all existing sessions/JWTs on password changes by checking token version, passwordChangedAt, or a revocation list during every authenticated request.",,6.5,"T1550.003, T1098",no
SQL Injection Authentication Bypass Yields Admin JWT,critical,OWASP Juice Shop 14.5.1,Replace string-concatenated login queries with parameterized ORM queries/prepared statements and validate login input server-side.,,9.8,"T1190, T1552",no
JWT Algorithm/Key Confusion in B2B API Using Exposed Public Key,critical,OWASP Juice Shop 14.5.1 NextGen B2B API:3000,"Pin JWT verification to RS256 with an RSA public key object, reject HS* algorithms, and prevent public key material from being usable as an HMAC secret.",,9.1,"T1190, T1606",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop 14.5.1,Replace string-built SQL in login with parameterized queries and add regression tests for SQLi login bypass payloads.,,9.8,"T1190, T1078",no
Customer Role Can Read Arbitrary User Records by ID,high,OWASP Juice Shop 20.0.0 API on 10.10.0.21:3000,"Restrict /api/Users/:id to the subject user or admins, and minimize the fields returned for non-admin self-service reads.",,7.5,"T1190, T1087.001",no
SQL injection in login bypasses authentication and issues administrator JWT,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Replace raw SQL string concatenation in login with parameterized queries/ORM predicates and add input validation plus regression tests for SQL metacharacters.,,9.8,"T1190, T1556",no
Unauthenticated ChromaDB API Exposes Internal Session Memory,medium,ChromaDB 0.5.18 / FastAPI on 10.10.0.1:8001,"Require authentication for ChromaDB, restrict network exposure, and purge sensitive session data from vector collections.",,6.5,"T1213, T1552.001",no
Unsigned JWT accepted for administrator authorization,critical,OWASP Juice Shop 14.5.1 JWT authorization:3000,Pin JWT verification to the expected asymmetric algorithm and reject unsigned tokens.,,9.8,"T1552, T1078",no
Password changes do not invalidate existing JWT sessions,medium,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Track token version or passwordChangedAt per user and reject JWTs issued before password rotation; shorten token TTL and support explicit revocation.,,6.8,T1528,no
Customer JWT can read arbitrary user objects by ID,high,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Enforce object-level authorization on /api/Users/{id}; allow self-only access for customers and admin-only access for other users, and return minimal public fields.",,7.5,"T1087, T1530",no
B2B Order Creation via JWT RS256-to-HS256 Algorithm Confusion,critical,OWASP Juice Shop 20.0.0 B2B API on 10.10.0.21:3000,"Pin B2B JWT verification to RS256 only, reject HS256/none tokens, remove exposed key files from public web paths, and rotate JWT key material.",,9.1,"T1190, T1552.001, T1550.003",no
Exposed JWT public key enables HS256 JWT forgery and admin API access,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Pin JWT verification to RS256, never use public keys as HMAC secrets, and remove key files from public web paths.",,9.8,"T1190, T1552",no
Exposed JWT public key enables forged B2B order authorization,high,OWASP Juice Shop 14.5.1 NextGen B2B API:3000,Use asymmetric JWT verification with an explicit RS256 allow-list and remove public key files from attacker-readable locations.,,8.1,"T1190, T1552",no
Hardcoded premium payment key exposed and accepted for Deluxe membership upgrade,medium,OWASP Juice Shop 14.5.1,"Remove premium.key from public/static artifacts, rotate the premium key, and validate payment server-side against a secret stored outside the web root.",,6.5,"T1552, T1190",no
Exposed JWT public key enables forged admin tokens accepted across hosts,critical,OWASP Juice Shop JWT authentication on 10.10.0.20:3000 and 10.10.0.21:3000,"Remove exposed key material, pin accepted JWT algorithms to RS256 only, enforce issuer/audience, and rotate unique per-host keys.",,9.1,"T1550.001, T1078, T1552.001",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 14.5.1 JWT authorization:3000,Pin JWT verification to RS256 only and remove public-key endpoints unless strictly required.,,9.8,"T1552, T1078",no
Customer Role Can Dump Global Authentication Details and JWTs,critical,OWASP Juice Shop 20.0.0 authentication details API on 10.10.0.21:3000,"Restrict global authentication detail access to administrators, scope customer access to the subject user only, and never return raw tokens, password fields, or TOTP secrets in API responses.",,9.1,"T1552.001, T1528, T1087.001",no
JWT payload leaks unsalted MD5 password hashes,medium,OWASP Juice Shop authentication on 10.10.0.21:3000,Never place password hashes or full user records in JWT claims; use minimal claims and migrate password storage from unsalted MD5 to Argon2id/bcrypt with per-user salts.,,6.5,"T1552, T1003",no
Unauthenticated Admin Application Configuration Disclosure,medium,OWASP Juice Shop 20.0.0 admin configuration API on 10.10.0.21:3000,Require admin authentication for /rest/admin/application-configuration and expose only an explicit public allow-list through non-admin endpoints.,,5.3,"T1592.002, T1190",no
Any customer can harvest and replay all users' JWT session tokens,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Remove token fields from responses, restrict the endpoint to self/admin with strict object-level checks, revoke exposed tokens, and avoid storing raw JWTs server-side.",,9.8,"T1528, T1530, T1078",no
JWTs remain valid after password change,medium,OWASP Juice Shop JWT session management:3000,"Invalidate all existing sessions/JWTs on password change by using token versioning, revocation lists, or short-lived access tokens with refresh-token rotation.",,6.5,T1550,no
Direct user-object IDOR via /api/Users/{id},high,OWASP Juice Shop user API:3000,Enforce per-object ownership checks for `/api/Users/{id}` and reserve arbitrary user lookup for admins only.,,8.1,T1190,no
Global authentication-details disclosure to customer users,critical,OWASP Juice Shop authentication details API:3000,"Restrict authentication-detail endpoints to privileged administrators and never return tokens, password hashes, or TOTP secrets in API responses.",,9.1,"T1552, T1190",no
Customer-readable authentication-details leaks replayable admin JWTs,critical,OWASP Juice Shop authentication details API:3000,"Remove token fields from responses, restrict the endpoint to admins, and revoke/rotate all JWTs exposed through this endpoint.",,9.8,"T1550, T1552, T1078",no
Unauthenticated admin configuration disclosure,medium,OWASP Juice Shop admin configuration API:3000,Require admin authentication for `/rest/admin/application-configuration` and remove unnecessary sensitive configuration fields from client responses.,,5.3,T1190,no
Password recovery question leaks account existence and recovery metadata,low,OWASP Juice Shop password recovery API:3000,Make recovery endpoints return indistinguishable responses for existing and non-existing accounts and avoid exposing recovery question text before stronger verification.,,4.3,T1589,no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 on Node.js 18.14.0,"Use parameterized ORM queries for authentication and reject SQL metacharacter payloads only as defense-in-depth, not as the primary fix.",,9.8,"T1190, T1550",no
Unsigned alg=none JWT Accepted for Administrator Access,critical,OWASP Juice Shop 14.5.1 JWT authorization middleware:3000,Pin accepted JWT algorithms server-side and reject alg=none; never trust the token header to select verification behavior.,,9.8,"T1550.001, T1190",no
JWT RS256-to-HS256 Key Confusion Using Exposed jwt.pub,critical,OWASP Juice Shop 14.5.1 JWT authorization middleware and B2B API:3000,Pin JWT verification to RS256 and remove/limit public exposure of signing material; never allow HS algorithms for RSA-key tokens.,,9.8,"T1550.001, T1190",no
Broken Object Level Authorization Allows Customer to Read Admin User Object,high,OWASP Juice Shop 14.5.1 REST API:3000,Enforce object-level authorization: only admins or the matching user ID may access a user object.,,8.1,"T1190, T1552",no
Customer-Readable Authentication Details Leak Global User Records and JWTs,critical,OWASP Juice Shop 14.5.1 REST API:3000,Restrict authentication-details to authorized administrators and redact secrets/tokens from responses.,,9.1,"T1552.001, T1550",no
JWT Payload Discloses MD5 Password Hash,high,OWASP Juice Shop 14.5.1 JWT session tokens:3000,Never place password hashes or other credential material in JWT claims; include only minimal non-sensitive subject and role claims.,,7.5,"T1552.001, T1110.002",no
Unauthenticated XXE Local File Disclosure in File Upload,high,OWASP Juice Shop 14.5.1 file upload XML parser:3000,"Disable DTD and external entity resolution in XML parsers, reject XML containing DOCTYPE/ENTITY, and remove deprecated upload code paths.",,8.6,"T1190, T1005",no
FTP Extension Allowlist Bypass Exposes Backup Artifacts,medium,OWASP Juice Shop 14.5.1 /ftp static artifact handler:3000,"Canonicalize and fully decode filenames before validation, reject null bytes, and remove backup/source artifacts from web-accessible directories.",,6.5,"T1190, T1083",no
Unauthenticated Administrative Application Configuration Disclosure,medium,OWASP Juice Shop 14.5.1 admin REST endpoints:3000,Require administrator authorization for administrative configuration endpoints and return only non-sensitive client configuration to unauthenticated users.,,5.3,"T1592, T1190",no
Unauthenticated Prometheus Metrics Disclosure,low,OWASP Juice Shop 14.5.1 Prometheus metrics endpoint:3000,Restrict /metrics to authenticated administrators or a private monitoring network.,,4.3,T1592.002,no
B2B Order API Authentication Bypass via Forged JWT,high,OWASP Juice Shop 14.5.1 NextGen B2B API /b2b/v2,Pin B2B JWT verification to RS256 with expected audience/issuer and require a legitimate B2B customer identity before order creation.,,8.8,"T1550.001, T1190",no
Customer-to-Admin Privilege Escalation via Harvested JWT Replay,critical,OWASP Juice Shop 20.0.0 authentication details API on 10.10.0.21:3000,"Restrict authentication-details to admins only, never return raw JWTs or secrets, invalidate all exposed tokens, and add token revocation/version checks.",,9.8,"T1528, T1550.003, T1078",no
B2B orderLinesData server-side unsafe JavaScript evaluation via notevil,high,OWASP Juice Shop 14.5.1 B2B v2 API,Replace notevil/eval-style parsing with JSON.parse plus schema validation and disable verbose production stack traces.,,8.1,"T1190, T1059.007",no
Unauthenticated application configuration disclosure,medium,OWASP Juice Shop 14.5.1,"Require administrator authentication for /rest/admin/application-configuration and redact OAuth metadata, seeded answers, and internal challenge data from any client-facing configuration response.",,6.5,"T1592, T1552",no
Unauthenticated recovery-question disclosure enables account enumeration,medium,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,Do not reveal account-specific recovery questions before verifying a recovery nonce; normalize known/unknown responses and rate-limit recovery lookups.,,5.3,"T1087, T1589",no
Customer account can read administrator user object via IDOR,high,OWASP Juice Shop 14.5.1 user API:3000,Enforce per-object authorization so customers can only read their own user object; reserve arbitrary user reads for admins.,,8.1,"T1190, T1078",no
JWT validator accepts unsigned alg=none tokens,critical,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Upgrade/patch JWT middleware, disable alg=none, require signatures, and pin verification to RS256 for session tokens; rotate and invalidate exposed sessions.",,9.1,"T1606, T1550",no
Authentication bypass via SQL injection in login,critical,OWASP Juice Shop 20.0.0 on 10.10.0.21:3000,"Parameterize the login query, reject raw SQL fragments, and enforce password verification for the matched account.",,9.8,"T1190, T1078",no
JWT alg=none accepted on protected API endpoints,critical,OWASP Juice Shop JWT authentication on 10.10.0.21:3000,"Disable alg=none, enforce a fixed server-side JWT algorithm allow-list, and reject unsigned tokens.",,9.8,"T1550.001, T1078",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop JWT authentication on 10.10.0.21:3000,"Pin JWT verification to RS256, segregate asymmetric and HMAC keys, and remove public verification keys from web-accessible paths where unnecessary.",,9.8,"T1550.001, T1078",no
Customer can harvest and replay all users' JWTs from authentication details endpoint,critical,OWASP Juice Shop authentication details API on 10.10.0.21:3000,"Make the endpoint admin-only, remove token/password/TOTP fields from responses, and invalidate exposed tokens.",,9.8,"T1530, T1550.001, T1078",no
Password change does not require current password,high,OWASP Juice Shop password change flow on 10.10.0.21:3000,"Require the current password and CSRF protection for password changes, and revoke active sessions after rotation.",,8.1,"T1098, T1078",no
JWT sessions remain valid after password rotation,high,OWASP Juice Shop JWT session management on 10.10.0.21:3000,"Revoke all existing tokens on password change using token versioning, jti deny-lists, or short-lived access tokens plus refresh-token rotation.",,8.1,"T1550.001, T1078",no
Unauthenticated administrative configuration and Prometheus metrics disclosure,medium,OWASP Juice Shop Node.js/Express:3000,"Require administrator authentication for configuration and metrics endpoints, or bind metrics to an internal-only interface.",,5.3,"T1190, T1592",no
"Broken access control exposes admin user records, authentication details, and other users' baskets",high,OWASP Juice Shop Node.js/Express API:3000,"Enforce role-based access checks and object ownership checks on every user, authentication, and basket endpoint.",,8.1,"T1190, T1078, T1552",no
Unsigned alg=none JWT accepted for administrator access,critical,OWASP Juice Shop JWT authentication:3000,Reject alg=none and pin JWT verification to the expected asymmetric algorithm only.,,9.8,"T1606, T1550",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop JWT authentication:3000,"Pin JWT verification to RS256, disallow symmetric algorithms for RSA keys, and stop exposing key material unless strictly necessary.",,9.8,"T1606, T1552, T1550",no
SQL injection in login endpoint yields administrator JWT,critical,OWASP Juice Shop authentication API:3000,Use parameterized queries/ORM bindings for login and never concatenate user-controlled input into SQL.,,9.8,"T1190, T1505, T1078",no
XML external entity file disclosure in file upload,high,OWASP Juice Shop file upload:3000,Disable DTD and external entity resolution in XML parsers and reject XML uploads containing DOCTYPE/ENTITY declarations.,,8.6,"T1190, T1005",no
Password change does not require current password and leaves old JWT valid,high,OWASP Juice Shop account management:3000,"Require current password and CSRF-protected POST for password changes, and revoke all existing sessions/JWTs on password rotation.",,8.1,"T1078, T1550",no
Unauthenticated password recovery security-question enumeration,medium,OWASP Juice Shop account recovery:3000,Do not disclose recovery questions unauthenticated; use a generic recovery initiation response with rate limiting.,,5.3,"T1589, T1110",no
Deluxe membership upgrade without valid payment identifier,medium,OWASP Juice Shop deluxe membership API:3000,Require server-side validation of paymentId/transaction ownership before changing the user's membership role.,,6.5,"T1190, T1078",no
JWT payload exposes MD5 password hash,medium,OWASP Juice Shop JWT authentication:3000,Never place password hashes or sensitive fields in JWT claims; issue minimal claims and migrate password storage from MD5 to Argon2/bcrypt.,,6.5,"T1552, T1110",no
Password-change flow sends current and new passwords in GET query string,medium,OWASP Juice Shop 14.5.1 / Node.js v18.14.0,"Move password changes to POST/PATCH with credentials in the request body, disable the GET query-parameter route, and scrub historical logs containing password-change URLs.",,6.5,T1552,no
Weak textbook RSA implementation allows decryption of protected announcement artifact,medium,OWASP Juice Shop 14.5.1 /ftp artifacts:3000,"Do not use textbook RSA; use authenticated encryption such as AES-GCM or RSA-OAEP for small secrets, and do not expose implementation bytecode or crypto constants as public artifacts.",,5.3,"T1552, T1027",no
JWT RS256-to-HS256 Algorithm Confusion via Exposed Public Key,critical,OWASP Juice Shop / NextGen B2B API JWT validation:3000,"Pin accepted JWT algorithms to RS256 only for RSA-signed tokens, reject HS* for this trust domain, rotate JWT keys, and remove or properly protect /encryptionkeys/jwt.pub exposure if not intended as JWKS.",,9.8,"T1190, T1550.001, T1606",no
Unsigned alg=none JWT Accepted by Protected API,critical,OWASP Juice Shop / NextGen B2B API JWT validation:3000,"Disable unsigned JWTs, pin accepted algorithms, and use a current JWT library configuration that refuses alg=none in production.",,9.8,"T1190, T1550.001, T1606",no
Unsigned alg=none JWTs accepted for admin API authorization,critical,OWASP Juice Shop 14.5.1 on Node.js v18.14.0,"Explicitly allow only RS256 (or the intended algorithm), reject alg=none, and upgrade JWT middleware to a maintained version with safe defaults.",,9.8,"T1190, T1552",no
Cross-instance JWT key reuse enables lateral administrator access to 10.10.0.20,critical,OWASP Juice Shop-like Node application:3000,"Pin JWT algorithms to RS256, reject HS256/alg=none tokens, rotate JWT keys per instance/environment, and avoid cross-instance shared signing material.",,9.1,"T1550.001, T1606",no
Customer can read cross-user authentication details,high,OWASP Juice Shop 14.5.1 authentication details API:3000,Restrict authentication-details endpoints to administrators and remove sensitive fields from non-admin responses.,,8.1,"T1190, T1087",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop 14.5.1 / Express API:3000,Use parameterized queries/ORM predicates for authentication and validate email syntax before querying.,,9.8,"T1190, T1550",no
JWT Algorithm Confusion via Exposed RSA Public Key,critical,OWASP Juice Shop 14.5.1 JWT session validation:3000,"Pin JWT verification to RS256 only, separate asymmetric and HMAC key material, and stop serving signing verification keys from public routes unless required and safely configured.",,9.8,"T1606, T1550.003, T1190",no
Unsigned alg=none JWTs Accepted,critical,OWASP Juice Shop 14.5.1 JWT session validation:3000,"Disable alg=none, pin accepted algorithms, and reject unsigned tokens before claims are trusted.",,9.8,"T1606, T1550.003, T1190",no
Forged JWT Authorizes B2B Order Creation,high,OWASP Juice Shop 14.5.1 B2B Orders API:3000,Fix JWT verification globally and enforce role/entitlement checks plus request-body validation on B2B order creation.,,8.8,"T1606, T1550.003, T1190",no
Global Authentication Details Exposed to Any Customer,critical,OWASP Juice Shop 14.5.1 Authentication Details API:3000,"Restrict the endpoint to administrators, remove secrets from responses, and disable diagnostic auth-detail routes in production.",,9.1,"T1552, T1528, T1190",no
User Object IDOR Exposes Administrator Profile,high,OWASP Juice Shop 14.5.1 Users API:3000,Enforce object-level authorization so users can only read their own record unless they have an administrator role.,,8.1,"T1190, T1530",no
JWT Payload Discloses MD5 Password Hash,medium,OWASP Juice Shop 14.5.1 JWT issuance:3000,Remove password/hash fields from JWT claims and use a modern password hashing scheme for stored credentials.,,6.5,"T1552, T1110.002",no
JWT Sessions Not Revoked After Password Change,medium,OWASP Juice Shop 14.5.1 Session Management:3000,Track token version or passwordChangedAt and reject tokens issued before the latest credential change.,,6.8,"T1550.003, T1528",no
XML External Entity Local File Disclosure in File Upload,high,OWASP Juice Shop 14.5.1 File Upload XML Parser:3000,"Disable external entity resolution/DTD loading, block XML where unnecessary, and avoid reflecting parser errors containing user-supplied content.",,8.6,"T1190, T1005",no
FTP Route Extension Filter Bypass Exposes Restricted Backup File,medium,OWASP Juice Shop 14.5.1 FTP File Server:3000,"Canonicalize paths once, reject encoded null/control characters, deny backup extensions, and enforce an allow-list after decoding and basename normalization.",,6.5,"T1190, T1083",no
Static premium.key Allows Unauthorized Deluxe Membership Upgrade,medium,OWASP Juice Shop 14.5.1 Deluxe Membership API:3000,"Replace static payment tokens with server-side payment-provider verification and one-time, user-bound transaction IDs.",,6.8,T1190,no
Unauthenticated Password-Recovery Question Disclosure,low,OWASP Juice Shop 14.5.1 Security Question API:3000,"Return indistinguishable responses for known and unknown emails, rate-limit the route, and avoid exposing recovery-question text before stronger verification.",,4.3,"T1589.002, T1110",no
JWT signature bypass via alg=none and RS256-to-HS256 confusion,critical,OWASP Juice Shop 14.5.1,"Pin JWT verification to RS256 only, reject alg=none/HS* for RSA tokens, rotate keys, expire all existing sessions, and remove public key material from web-accessible paths unless strictly required.",,9.8,"T1190, T1550",no
Textbook RSA per-character encryption permits plaintext recovery of confidential artefact,medium,OWASP Juice Shop 14.5.1 FTP file server:3000,"Replace textbook RSA with randomized OAEP or authenticated hybrid encryption, remove encryption source/bytecode artefacts from public FTP paths, and rotate affected keys.",,5.3,T1190,no
Unauthenticated Role Mass Assignment in User Registration,critical,OWASP Juice Shop 14.5.1 user registration API:3000,Implement server-side allowlisting for registration fields and force role/customer-only defaults regardless of client-supplied properties.,,9.8,"T1190, T1136.003, T1068",no
Password Change Performed via GET with Credentials in URL,medium,OWASP Juice Shop 14.5.1 password-change endpoint:3000,"Move password changes to POST with JSON body, CSRF protection, no-store cache headers, and ensure credentials are never placed in URLs.",,6.5,"T1552, T1190",no
JWT Sessions Not Revoked After Password Change,high,OWASP Juice Shop 14.5.1 JWT session management:3000,Track a per-user token version or password-changed-at timestamp and reject JWTs issued before credential rotation; reduce JWT lifetime.,,7.8,"T1550, T1528",no
Unauthenticated Security Question Enumeration,medium,OWASP Juice Shop 14.5.1 account recovery API:3000,"Return uniform responses for known and unknown accounts, rate-limit recovery lookups, and avoid exposing recovery questions until a verified recovery step is completed.",,5.3,"T1589.002, T1110",no
Basket BOLA Allows Reading Other Users' Baskets,medium,OWASP Juice Shop 14.5.1 basket REST API:3000,"Enforce basket ownership checks on every basket read, update, and delete operation; derive basket ID from the authenticated session where possible.",,6.5,"T1190, T1083",no
XML External Entity in file upload allows local file disclosure,high,OWASP Juice Shop 14.5.1 file upload handler:3000,"Disable external entity and DTD processing in the XML parser, reject XML uploads if not required, and avoid reflecting parser output in errors.",,7.5,T1190,no
Password change does not revoke existing JWT sessions,medium,OWASP Juice Shop 14.5.1 JWT session management:3000,Invalidate all existing sessions/JWTs on password change by checking a server-side token version or passwordChangedAt timestamp.,,6.5,T1078,no
MarsDB JavaScript injection in track-order allows local file read,critical,OWASP Juice Shop 14.5.1 track-order API using MarsDB:3000,Do not concatenate user input into MarsDB JavaScript expressions; use exact-match parameterized queries and strict order-id validation.,,9.1,T1190,no
XML External Entity local file disclosure in /file-upload,high,OWASP Juice Shop on 10.10.0.21:3000,Disable DTD/external entity resolution for XML parsing and reject XML uploads containing DOCTYPE or external entities.,,7.5,T1190,no
Login SQL injection allows administrator authentication bypass,critical,OWASP Juice Shop 14.5.1 / Node.js Express:3000,Use parameterized queries or ORM where clauses for login lookups and never interpolate request body values into SQL.,,9.8,"T1190, T1059",no
JWT public-key confusion and unsigned token acceptance enable forged admin JWTs,critical,OWASP Juice Shop 14.5.1 / express-jwt 0.1.3 / jsonwebtoken:3000,"Restrict JWT verification to RS256, reject alg=none and HS* for RSA keys, rotate signing keys, and remove /encryptionkeys from public access.",,9.8,"T1190, T1552.001, T1606",no
Hardcoded RSA private key and weak password hashing in authentication module,high,OWASP Juice Shop 14.5.1 / lib/insecurity.ts:3000,"Move private keys to a secret manager, rotate JWT keys, replace MD5 with bcrypt/Argon2id, and exclude password hashes from tokens/API responses.",,8.1,"T1552.001, T1606",no
Hardcoded premium membership key grants deluxe role upgrade,medium,OWASP Juice Shop 14.5.1 deluxe membership flow:3000,"Remove static premium keys from public artifacts; use one-time, server-side validated vouchers or a payment provider verification callback.",,6.5,"T1552.001, T1098",no
SQL injection authentication bypass yields administrator JWT,critical,OWASP Juice Shop 14.5.1,Parameterize authentication queries and add regression tests for SQLi payloads in login fields.,,9.8,"T1190, T1059",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 14.5.1,"Restrict JWT verification to RS256 only, reject symmetric algorithms for RSA keys, rotate keys, and remove public key exposure if not required.",,9.8,"T1190, T1606",no
Unsigned alg=none JWTs accepted for administrator access,critical,OWASP Juice Shop 14.5.1,"Disable alg=none support, pin accepted JWT algorithms, and add negative tests for unsigned tokens.",,9.8,"T1190, T1606",no
Customer JWT can read administrator user object,high,OWASP Juice Shop 14.5.1,Require admin role or self-access for /api/Users/:id and add BOLA/IDOR regression tests.,,8.1,T1190,no
Exposed RSA public key accepted as HS256 JWT HMAC secret,critical,OWASP Juice Shop on 10.10.0.21:3000,"Pin JWT verification to RS256 only, reject alg=none and HS* tokens for RSA-key flows, and remove public key exposure unless required for a JWKS endpoint with strict algorithm binding.",,9.8,"T1190, T1552",no
Hardcoded premium payment key grants unauthorized deluxe membership,high,OWASP Juice Shop on 10.10.0.21:3000,Remove static premium keys from artifacts and server validation; require server-side payment-provider verification and rotate the exposed key.,,8.1,"T1552, T1190",no
XXE in file upload leaks local files,high,OWASP Juice Shop on 10.10.0.21:3000,"Disable DTD/external entity resolution, use an XXE-safe XML parser configuration, and reject XML uploads where possible.",,8.6,T1190,no
Basket Object-Level Authorization Bypass Allows Cross-User Basket Read,medium,OWASP Juice Shop 14.5.1 Basket API:3000,Check ownership of the requested BasketId against the authenticated user before returning basket contents.,,6.5,"T1190, T1530",no
Public registration permits administrator role mass assignment,critical,OWASP Juice Shop 14.5.1 user registration:3000,Whitelist assignable registration fields server-side and force role/customer defaults; only administrators should be able to change roles.,,9.8,"T1190, T1078",no
Product Search SQL Injection Exfiltrates User Credentials,critical,OWASP Juice Shop 14.5.1 Product Search API:3000,Use bound parameters/ORM query operators for product search and remove database errors from responses.,,9.1,"T1190, T1005",no
Built-in administrator account uses weak cracked password,critical,OWASP Juice Shop 14.5.1 administrator account:3000,"Rotate the administrator password immediately, remove seeded demo credentials, and enforce strong password policy with breach-password checks.",,9.8,"T1078, T1110",no
Server-Side JavaScript Injection in Track Order Enables Local File Read,critical,OWASP Juice Shop 14.5.1 Track Order API / MarsDB Query:3000,"Remove JavaScript-evaluated query construction, use exact-field lookups with strict order ID validation, and disable $where/eval functionality.",,9.1,"T1190, T1059.007, T1005",no
Mass Assignment Allows Unauthenticated Administrator Account Creation,critical,OWASP Juice Shop 14.5.1 User Registration API:3000,Whitelist assignable registration fields server-side and set role/privilege attributes only in trusted administrative code paths.,,9.8,"T1190, T1068, T1136.003",no
