finding,severity,target,remediation,tools_used,cvss,signature,novel
WebWolf Authenticated Session Cookie Lacks Secure and SameSite Flags,medium,OWASP WebWolf 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Serve WebWolf only over HTTPS and configure session cookies with Secure, HttpOnly, and SameSite=Lax/Strict.",,5.4,"T1539, T1550.004",no
WebGoat JWT voting endpoint accepts HS512 admin token signed with weak hard-coded secret,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,"Do not trust client-controlled admin claims; rotate the signing key, remove the hard-coded secret, and enforce server-side authorization on /WebGoat/JWT/votings.",,6.5,"T1550.001, T1606",no
WebGoat JWT voting endpoint accepts unsigned alg=none admin token,medium,OWASP WebGoat 2025.3 JWT voting lesson / Spring Boot on Apache Tomcat 10.1.36,Disable alg=none and bind verification to a single expected signed algorithm before processing claims.,,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Lesson Accepts HS512 Tokens Forged with Hard-Coded Secret,high,OWASP WebGoat 2025.3 JWT Voting Lesson on Apache Tomcat 10.1.36,Replace the hard-coded JWT signing secret with a high-entropy rotated key and do not trust client-controlled `admin` claims for authorization.,,8.1,"T1550.001, T1606",no
Weak hard-coded HS512 JWT signing secret allows admin token forgery,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Replace the hard-coded HMAC secret with a high-entropy server-side secret/key management solution and reject tokens with modified privilege claims.,,6.5,"T1550.001, T1606",no
JWT alg=none accepted for admin authorization bypass,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Disable unsigned JWT parsing and enforce signature verification with a fixed algorithm allow-list for all authorization decisions.,,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Lesson Hard-Coded HS512 Secret Enables Forged Admin Tokens,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Remove the hard-coded JWT secret, rotate keys to a high-entropy secret stored outside source control, and enforce admin authorization server-side rather than trusting client claims.",,6.5,"T1552.001, T1606",no
JWT authorization accepts non-expiring and stale tokens,low,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Require exp/nbf/iat claims, enforce short token lifetimes, and rotate/revoke tokens after privilege changes.",,3.7,T1550.001,no
JWT algorithm downgrade accepts HS256/HS384 tokens despite issuing HS512,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Pin the expected JWT signing algorithm (HS512 or preferably RS256/ES256 with key rotation) and reject all other alg header values.,,5.4,"T1550.001, T1606",no
WebGoat JWT Voting Lesson Accepts Unsigned alg=none Admin Tokens,high,OWASP WebGoat 2025.3 JWT Voting Lesson on Apache Tomcat 10.1.36,"Disable `alg=none`, use an explicit JWT algorithm allowlist, and reject unsigned or missing-signature tokens.",,8.1,"T1550.001, T1606",no
Pre-planted forged JWT access_token accepted without server issuance or session binding,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Bind JWTs to the authenticated session using jti/audience/subject checks or avoid mixing stateless JWT cookies with server sessions for authorization.,,5.4,"T1539, T1550.004, T1550.001",no
WebGoat DOM XSS Phone-Home Callback Can Be Forged Directly,medium,OWASP WebGoat 2025.3 DOMCrossSiteScripting lesson on Apache Tomcat 10.1.36,Bind the XSS phone-home callback to a per-session nonce/CSRF token and reject static direct POST completion attempts.,,5.4,T1190,no
Constrained Authenticated SSRF Lesson Fetches External Content but Does Not Provide Internal Pivot,low,OWASP WebGoat 2025.3 SSRF lesson on Apache Tomcat 10.1.36,"Avoid server-side fetching of user-controlled URLs or enforce strict allowlists, scheme restrictions, DNS/IP validation, and do not return raw upstream responses.",,3.5,T1190,no
WebGoat registration accepts CSRF-less account creation requests,low,OWASP WebGoat 2025.3 registration flow / Spring Boot on Apache Tomcat 10.1.36,Require and validate an anti-CSRF token for /WebGoat/register.mvc and set SameSite=Lax/Strict on session cookies.,,4.3,"T1136, T1190",no
WebGoat JSESSIONID lacks Secure and SameSite attributes over plaintext HTTP,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve WebGoat only over HTTPS and set Secure plus SameSite=Lax or Strict on JSESSIONID.,,5.4,"T1539, T1550.004",no
WebWolf WEBWOLFSESSION lacks Secure and SameSite attributes over plaintext HTTP,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and set Secure plus SameSite=Lax or Strict on WEBWOLFSESSION.,,5.4,"T1539, T1550.004",no
WebGoat and WebWolf logout endpoints are CSRF-able GET requests,low,OWASP WebGoat 2025.3 and WebWolf / Spring Security on Apache Tomcat 10.1.36,Make logout POST-only and require a valid CSRF token; avoid state-changing GET routes.,,3.5,T1539,no
WebGoat DOM XSS Lesson Oracle Endpoint Throws Verbose Stack Trace When Required Header Is Missing,medium,OWASP WebGoat 2025.3 DOMCrossSiteScripting / Spring Boot on Apache Tomcat 10.1.36,Use constant-first string comparison or explicit null checks for request headers and disable detailed stack traces in production error responses.,,5.3,T1082,no
Unauthenticated Spring Boot Actuator Discovery Index Exposure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator endpoints to authenticated administrators or an internal management network and expose only minimal health information.,,5.3,"T1590.004, T1082",no
Unauthenticated Spring Boot Actuator Health Leaks Database and Filesystem Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator Health on Apache Tomcat 10.1.36,Disable detailed health output for unauthenticated users and protect actuator endpoints with Spring Security.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Env Exposes Runtime Configuration Keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator Env on Apache Tomcat 10.1.36,Disable the env actuator endpoint in production or require authenticated administrative access.,,5.3,"T1082, T1552.002",no
Unauthenticated Spring Boot Actuator ConfigProps Exposes Application Binding Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator ConfigProps on Apache Tomcat 10.1.36,Disable configprops in production or restrict it to authenticated administrators on a private management interface.,,5.3,"T1082, T1590.004",no
Hardcoded JWT HS512 secret permits forged admin token,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat:8080,"Move JWT signing keys to a high-entropy secret store, rotate the exposed key, and validate JWTs with a modern parser configured for a fixed algorithm/key.",,6.5,"T1552.002, T1550.001, T1606",no
"JWT access_token cookie lacks Secure, HttpOnly, and SameSite attributes",low,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat:8080,"Set HttpOnly, Secure, and SameSite attributes on JWT cookies and serve the application only over HTTPS.",,3.7,"T1539, T1550.004",no
WebGoat JWT Voting accepts forged HS512 admin token signed with hard-coded secret 'victory',medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat:8080,"Remove hard-coded JWT signing secrets, rotate the signing key, use a strong secret from a secret manager, and validate admin authorization server-side rather than trusting mutable JWT claims.",,6.5,"T1550.001, T1606",no
Unauthenticated Spring Boot Actuator Metadata Exposure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict Actuator exposure to required endpoints only and require authentication/network allowlisting for management endpoints.,,5.3,"T1082, T1590.004, T1552.002",no
WebWolf Public Stored HTML/JavaScript Upload,medium,OWASP WebWolf / Spring Security on Apache Tomcat:9090,"Serve user uploads as attachments with non-executable content types, reject active content extensions, and require authorization checks for file retrieval.",,6.1,"T1190, T1189",no
JWT Voting Token Signed with Hard-Coded HS512 Secret,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Apache Tomcat:8080,"Remove hard-coded JWT secrets, rotate signing keys, use strong externally managed key material, and strictly validate authorization claims.",,6.5,"T1550.001, T1606",no
JWT Voting Lesson Accepts Unsigned alg=none Admin Token,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Require signed JWTs with an allow-listed algorithm, reject alg=none, and validate issuer/audience/expiry/roles server-side.",,6.5,"T1550.001, T1606",no
JWT Voting Lesson Uses Weak Hard-Coded HS512 Secret,medium,OWASP WebGoat 2025.3 JWT Voting Lesson / Spring Boot on Apache Tomcat 10.1.36,"Remove hard-coded JWT secrets, rotate the signing key, use at least 512 bits of random key material for HS512, and validate claims server-side.",,6.5,"T1550.003, T1606",no
WebGoat JWT Voting Endpoint Accepts Unsigned alg=none Tokens,medium,OWASP WebGoat 2025.3 JWT Lesson API / Spring Boot on Apache Tomcat 10.1.36,"Disable alg=none support, pin the expected JWT algorithm server-side, and reject any token whose header algorithm does not exactly match the configured verifier.",,6.5,"T1550.001, T1606",no
WebGoat JWT Voting Endpoint Uses Weak Hard-Coded HS512 Secret victory,medium,OWASP WebGoat 2025.3 JWT Lesson API / Spring Boot on Apache Tomcat 10.1.36,"Replace hard-coded JWT secrets with randomly generated 512-bit keys from a secret manager, rotate existing tokens, and enforce key-strength validation.",,6.5,"T1552.001, T1550.003, T1606",no
Missing Function-Level Access Control on Hidden Menu Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,Enforce server-side authorization/state checks for hidden functions; do not rely on menu visibility or client-side navigation as an access control.,,5.4,"T1190, T1078.003",no
WebGoat Auth Session Cookie Missing Secure and SameSite Attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Serve authentication only over HTTPS and set Secure plus SameSite=Lax/Strict on JSESSIONID cookies.,,5.3,"T1539, T1550.004",no
Tomcat URL-Rewritten Redirect Leaks JSESSIONID,medium,OWASP WebGoat 2025.3 / Apache Tomcat 10.1.36,Disable URL-based session tracking and require cookie-only sessions over HTTPS.,,5.3,"T1539, T1550.004",no
JWT alg=none Accepted for WebGoat Voting Authorization,high,OWASP WebGoat 2025.3 JWT Voting Lesson / Apache Tomcat:8080,"Disable alg=none, enforce a fixed signed JWT algorithm, and validate all authorization claims server-side.",,8.1,"T1550.001, T1606",no
Authenticated WebGoat SSRF Task Fetches External URLs Server-Side,medium,OWASP WebGoat 2025.3 SSRF Lesson / Apache Tomcat:8080,"Avoid fetching arbitrary user-supplied URLs; enforce strict scheme/host allowlists, block private/loopback ranges after DNS resolution, disable redirects, and restrict egress.",,6.5,T1190,no
Unauthenticated Spring Boot Actuator Discovery Index Exposes Management Endpoints,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator endpoints to authenticated administrators and expose only required endpoints.,,6.5,"T1590.004, T1082",no
Unauthenticated Spring Boot Actuator Env Exposes Runtime Property Keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable /actuator/env in production or require administrator authentication for all actuator endpoints.,,6.5,"T1082, T1552.002",no
Unauthenticated Spring Boot Actuator ConfigProps Exposes Application Binding Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Disable configprops exposure or enforce administrator-only access to actuator endpoints.,,6.5,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Health Leaks Database Engine and Filesystem Path,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Set health details to never/when-authorized and restrict actuator health details to administrators.,,6.1,"T1082, T1590.004",no
JWT Voting Endpoint Accepts alg=none Forged Admin Token,high,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,"Reject unsigned JWTs, pin the expected algorithm server-side, and validate signatures before trusting claims.",,8.1,"T1550.001, T1606",no
JWT Voting Endpoint Uses Weak Hard-Coded HS512 Secret 'victory',high,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,Replace the hard-coded secret with a high-entropy secret managed outside source code and rotate existing JWT signing keys.,,8.1,"T1550.001, T1606",no
Missing Function-Level Access Control on Hidden Menu Completion Endpoint,medium,OWASP WebGoat 2025.3 Missing Function Access Control Lesson / Spring Boot on Apache Tomcat 10.1.36,Enforce role/permission checks on the hidden-menu endpoint instead of relying on client-side menu visibility.,,6.5,"T1190, T1078.003",no
Authenticated SSRF Allows Server-Side External HTTP Fetching,high,OWASP WebGoat 2025.3 SSRF Lesson / Spring Boot on Apache Tomcat 10.1.36,"Apply strict URL allow-listing, block private/internal address ranges after DNS resolution, and avoid returning raw fetched content.",,8.1,"T1190, T1090",no
Authenticated Error Responses Disclose Full Java Stack Traces and Source Lines,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat 10.1.36,Disable stack traces in HTTP error responses and return generic error messages in production.,,5.3,T1082,no
WebGoat Session Cookie Missing Secure and SameSite Attributes,medium,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,"Serve WebGoat over HTTPS and set Secure, HttpOnly, and SameSite=Strict/Lax on session cookies.",,5.4,"T1539, T1550.004",no
Unauthenticated Spring Boot Actuator Health/Env/ConfigProps Exposure Enables Topology Disclosure,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator endpoints to authenticated administrators or an internal management network and disable env/configprops exposure in production.,,5.3,"T1082, T1590.004, T1552.002",no
Authenticated WebGoat Error Responses Disclose Full Java/Spring Stack Traces,medium,OWASP WebGoat 2025.3 / Spring Boot on Apache Tomcat:8080,Disable stack traces in error responses and return generic error pages for authenticated and unauthenticated clients.,,5.3,T1082,no
WebWolf Auth Session Cookie Missing Secure and SameSite Attributes,medium,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Serve WebWolf only over HTTPS and set Secure plus SameSite=Lax/Strict on WEBWOLFSESSION cookies.,,5.3,"T1539, T1550.004",no
WebGoat Login Form Lacks CSRF Protection,low,OWASP WebGoat 2025.3 / Spring Security on Apache Tomcat 10.1.36,Enable CSRF protection for login-processing POSTs and set SameSite=Lax/Strict on session cookies.,,3.5,"T1204, T1078.003",no
WebWolf Login Form Lacks CSRF Protection,low,OWASP WebWolf / Spring Security on Apache Tomcat 10.1.36,Enable CSRF protection for WebWolf login POSTs and set SameSite=Lax/Strict on WEBWOLFSESSION.,,3.5,"T1204, T1078.003",no
WebGoat Credentials Reused Across WebWolf Adjacent Service,medium,OWASP WebWolf / Spring Security on Apache Tomcat:9090,Separate WebGoat and WebWolf authorization scopes or require explicit WebWolf entitlement before allowing access to WebWolf functions.,,6.5,"T1078, T1078.003",no
JWT Voting Endpoint Accepts Unsigned alg=none Admin Token,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Require signed JWS parsing only, pin the expected algorithm, reject unsigned tokens, and use a strong server-side secret.",,6.5,"T1550.001, T1606, T1190",no
Hardcoded Weak HS512 JWT Secret 'victory' Enables Admin Token Forgery,medium,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,Remove hardcoded JWT secrets; use a high-entropy 512-bit or stronger secret from a protected secret manager and rotate existing tokens.,,6.5,"T1552.001, T1550.001, T1606",no
"JWT access_token Cookie Missing HttpOnly, Secure, and SameSite Flags",low,OWASP WebGoat 2025.3 JWTVotesEndpoint / Spring Boot on Apache Tomcat 10.1.36,"Set HttpOnly, Secure, and SameSite attributes on JWT cookies and serve the application only over HTTPS.",,3.7,"T1539, T1550.004",no
Authenticated WebWolf Arbitrary File Staging and Retrieval,medium,OWASP WebWolf / Spring Security on Apache Tomcat:9090,"Restrict upload content types/extensions, randomize stored names, scan uploads, and enforce strict per-user authorization and attachment-only download headers.",,5.4,"T1105, T1078",no
WebWolf Allows Authenticated Upload and Public Serving of Arbitrary HTML/JavaScript,medium,OWASP WebWolf / Spring Boot on Apache Tomcat 10.1.36,"Restrict upload file types, serve user uploads with safe content types and Content-Disposition: attachment, and require authorization for file retrieval.",,6.1,"T1189, T1539",no
"JWT access_token Cookie Missing HttpOnly, Secure, and SameSite Attributes",medium,OWASP WebGoat 2025.3 JWT Lesson API on Apache Tomcat 10.1.36,"Set HttpOnly, Secure, and SameSite=Strict/Lax on JWT cookies and serve only over HTTPS.",,5.4,"T1539, T1550.004",no
WebWolf Allows Public Hosting of Uploaded Active HTML Content,medium,OWASP WebWolf / Spring Boot on Apache Tomcat 10.1.36,"Restrict uploaded file types, store uploads outside the web root, force Content-Disposition: attachment and a non-executable Content-Type, and require authorization for downloads unless public sharing is explicitly needed.",,6.1,"T1105, T1189, T1566.002",no
WebGoat Backbone test Route Writes URL Fragment to DOM via jQuery .html(),low,OWASP WebGoat 2025.3 Backbone Client UI:8080,Never pass route/user-controlled data to .html(); use .text() or a vetted sanitizer such as DOMPurify for any intentional HTML rendering.,,3.5,T1189,no
WebWolf Upload Serves Attacker-Controlled HTML Inline,high,OWASP WebWolf / Spring Security on Apache Tomcat:9090,Serve all user uploads as attachments or from an isolated non-scriptable domain; reject active content such as HTML/SVG/JS.,,8.1,"T1105, T1189",no
WebWolf Uploaded HTML Is Publicly Accessible Without Authentication,high,OWASP WebWolf / Spring Security on Apache Tomcat:9090,Require authenticated ownership checks on all uploaded-file downloads and serve user content as attachments from a separate non-scriptable origin.,,8.3,"T1105, T1189, T1078",no
Unauthenticated Spring Boot Actuator Discovery Index Exposes Management Surface,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Restrict actuator exposure to minimal endpoints and require administrator authentication for all management routes.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Health Discloses Database and Filesystem Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Disable detailed health output for unauthenticated users and expose component details only to administrators.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Env Exposes Runtime Property Keyspace,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Disable the env actuator endpoint in production or restrict it to authenticated administrators.,,5.3,"T1082, T1552.002",no
Unauthenticated Spring Boot Actuator ConfigProps Exposes Application Binding Metadata,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat:8080,Disable configprops or require administrator authentication for the actuator configuration endpoints.,,5.3,"T1082, T1590.004",no
Unauthenticated Spring Boot Actuator Discovery Index Exposes Management Surface,medium,OWASP WebGoat 2025.3 / Spring Boot Actuator on Apache Tomcat 10.1.36,Restrict actuator endpoints to authenticated administrators and expose only minimal health data.,,5.3,"T1590.002, T1082",no
Authenticated WebGoat SSRF task2 accepts arbitrary external URL input and performs server-side HTTP fetches.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated error paths disclose full Java stack traces including source class and line information.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf permits authenticated upload of arbitrary HTML/JavaScript and serves it back as text/html from a predictable public file URL, creating a stored active-content hosting/XSS primitive.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting login endpoint issues access_token cookies without HttpOnly, Secure, or SameSite attributes, exposing JWTs to script access and cross-site request contexts.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf public webjars and static assets expose frontend dependency versions and cache/security headers distinct from WebGoat.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Only the actuator endpoints listed in the WebGoat discovery document are unauthenticated; common sensitive endpoints like beans/mappings/metrics/threaddump are protected or unmapped.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Standard security metadata files are not published and will not add disclosure beyond the application-specific actuator/static findings.,low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat RequireJS/application JavaScript will disclose additional client libraries, lesson API routes, and versioned static asset paths beyond GoatRouter.js.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"TRACE is disabled or non-useful on both Tomcat services despite OPTIONS allowing standard safe methods, limiting cross-site tracing risk.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat and WebWolf root/app static security metadata such as robots.txt and crossdomain.xml are absent or redirect to login, producing no additional disclosure.",low,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Actuator health subpaths disclose component-specific subsystem metadata unauthenticated beyond the aggregate health response.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Targeted actuator env lookups can confirm Java/Tomcat/runtime key presence but values will remain masked.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Additional WebGoat client-side models/views disclose more API roots for lesson content, menus, search, reports, and user/session metadata.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The broad Allow header returned on invalid TRACE is generic Tomcat/Spring error behavior; PUT/DELETE are not practically enabled on login routes.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf custom static assets are limited to styling/images and do not disclose API endpoints beyond login HTML navigation.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat model files disclose exact unauthenticated/authenticated service endpoints for menu and report-card data.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The known WebGoat credential csrfh31ypk / Pass123 remains valid and can establish an authenticated JSESSIONID for subsequent auth testing.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting lesson accepts alg=none access_token cookies in an authenticated session, allowing attacker-controlled JWT claims without a signature.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT voting lesson accepts HS512 tokens signed with the weak hard-coded shared secret 'victory', enabling a normal user to forge admin=true without alg=none.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Tomcat URL rewriting still leaks a fresh JSESSIONID in a redirect Location header when cookies are absent on WebGoat registration/login-adjacent routes.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf on port 9090 uses weak authenticated session-cookie attributes similar to WebGoat after login with the shared WebGoat credential.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Artifact probes rooted at service root may miss context-relative exposures under /WebGoat or /WebWolf, where WEB-INF, Swagger/OpenAPI, sourcemaps, or actuator-style downloads could expose a JAR/WAR/source artifact.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The WebGoat JWT voting token uses a weak hard-coded HMAC secret (likely 'victory') allowing a forged admin token to be generated by the crypto JWT primitive.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The JWT lesson exposes a token-validation/vote endpoint under /WebGoat/JWT/votings that will distinguish a forged admin token from the baseline token via status/body oracle.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The remaining WebGoat client models/views disclose exact service endpoint URLs and DOM insertion points for hints/report-card content.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
goatConstants.js resolves additional service endpoints including cookieService that can feed access-control or XSS tests.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Public WebWolf HTML pages expose static asset names or client-side routes for files/mail/JWT flows even though guessed /js/*.js paths failed.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf fileUpload.js contains only cosmetic filename display logic and no client-side validation, implying upload restrictions are server-side only.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Downloaded WebGoat frontend artifacts intentionally load obsolete jQuery/jQuery UI aliases, which create client-side exploit surface and can guide XSS/widget-specific testing by the web agents.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The same JWT validation endpoint accepts an unsigned alg=none token with admin=true, allowing privilege bypass without the HMAC secret.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated WebGoat lesson/menu assets disclose a real SSRF lesson endpoint with a URL-like parameter that can be handed to SSRF scheme/IMDS probes for pivot discovery.,high,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pagination and report-card client models expose additional status APIs and client-side completion tracking logic that can support access-control/state-manipulation testing.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"JWTVotesEndpoint does not enforce exp/nbf/iat freshness, so a forged or captured admin JWT can be replayed indefinitely even with a missing or epoch iat claim.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The valid WebGoat credential is reused by the adjacent WebWolf service on port 9090, enabling cross-service lateral access to WebWolf mail/files/request-capture functions.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Authenticated WebWolf file functionality exposes upload/download routes that may permit file staging or path traversal useful for pivoting or artifact exchange.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"JWTVotesEndpoint trusts loosely typed JWT admin claims and accepts case variants such as 'TRUE'/'True' in addition to boolean true, showing non-strict claim validation.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf file upload stores and serves active HTML content inline, allowing an authenticated user to host arbitrary HTML/JavaScript artifacts on the adjacent service for phishing, callback capture, or chained browser-based attacks.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Uploaded WebWolf files are publicly retrievable without an authenticated WebWolf session, converting authenticated upload into unauthenticated payload hosting.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebWolf /files is a public unauthenticated file-hosting/upload surface while /fileupload POST may still require authentication or WebGoat credentials.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
WebGoat service endpoints disclosed by static JS are authentication-gated and continue to leak URL-rewritten JSESSIONIDs on unauthenticated access.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat actuator targeted env lookups can confirm management exposure/sanitization and error verbosity policy keys, clarifying exactly why only health/env/configprops are public.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
The unauthenticated WebWolf /files page has the same no-CSP posture as /WebWolf/login but retains X-Frame-Options DENY and no-store headers.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat public static assets include cache validators and CORS Vary headers but not integrity/security headers such as CSP or nosniff, creating a consistent static-header fingerprint.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The exposed WebGoat/WebWolf services publish downloadable source-like artifacts such as sourcemaps, Swagger/OpenAPI, or actuator heapdump that can be pulled for static analysis.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebGoat/WebWolf services expose downloadable application artifacts (actuator heapdump, Swagger/OpenAPI, WEB-INF/META-INF, sourcemaps, or similar) that can be pulled for reverse engineering.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"Pulled actuator JSON contains embedded configuration details (endpoint links, servlet/session settings, versions, property keys) that can guide exploit chaining even though no native binary has been pulled.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebGoat login accepts a credentialed cross-site POST without CSRF protection, enabling login CSRF/session swapping into an attacker-chosen account.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"WebWolf login also accepts cross-site credentialed POSTs without CSRF protection, enabling login CSRF/session swapping on the attacker-support service.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
JWTVotesEndpoint does not enforce the issued HS512 algorithm and will accept admin=true JWTs signed with weaker HMAC algorithms such as HS256 using the same recovered secret.,critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The JWT cookie may be vulnerable to session fixation: if an authenticated user lacks an access_token, a pre-planted forged access_token cookie will be honored without the victim visiting the JWT login endpoint.",medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The renderer source disclosed by file:// LFI documents unauthenticated multi-step browser session endpoints, including eval_js, that can be used as a stronger browser pivot than single-shot /render.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
"The WebGoat/WebWolf services expose downloadable artifacts such as actuator heapdump, OpenAPI descriptors, sourcemaps, or packaged resources that can be statically analyzed for hardcoded secrets and dangerous sinks.",critical,10.10.0.13,,,,auto-bridged-from-hypothesis,no
Pulled WebWolf client/page artifacts disclose the file upload/download route structure and may contain weak client-side validation or path construction assumptions useful for upload/path traversal testing.,medium,10.10.0.13,,,,auto-bridged-from-hypothesis,no
