finding,severity,target,remediation,tools_used,cvss,signature,novel
Unauthenticated admin configuration endpoint leaks full application configuration,medium,OWASP Juice Shop admin configuration API:3000,Require administrator authentication for admin configuration endpoints and split public client settings from internal/security/challenge configuration.,,5.3,"T1592, T1082, T1190",no
Unsigned JWT alg=none tokens accepted for administrator access,critical,OWASP Juice Shop 6.2.0-SNAPSHOT JWT authentication:3000,"Upgrade JWT middleware, explicitly pin allowed algorithms, and reject unsigned tokens.",,9.8,T1190,no
Exposed weak RSA byte-at-a-time encryption is trivially decryptable,low,OWASP Juice Shop FTP artifacts:3000,Remove encryption tooling/plaintext ciphertext artifacts from the web root and replace textbook per-character RSA with authenticated encryption using secret keys and random nonces.,,3.7,T1552,no
Exposed premium key grants unauthorized deluxe membership,medium,OWASP Juice Shop 6.2.0-SNAPSHOT on 10.10.0.20:3000,"Remove premium.key from public web roots, rotate the premium key, and validate deluxe upgrades server-side with non-public payment proofs.",,6.5,T1552,no
Exposed KeePass vault uses dangerously weak KDF parameters,medium,OWASP Juice Shop public FTP artifacts on 10.10.0.20:3000,"Remove the KDBX from public access, rotate any contained credentials, and recreate it with strong KDF parameters and a high-entropy master password.",,6.8,"T1552, T1110",no
Unauthenticated admin configuration disclosure,low,OWASP Juice Shop admin configuration API:3000,Require admin authorization for admin-namespace configuration endpoints and return only minimal public config to unauthenticated users.,,5.3,"T1592, T1552",no
Unauthenticated Redis 7.2.13 read/write access to GENESIS Celery broker,critical,Redis 7.2.13 on 172.18.0.9:6379,"Require Redis ACL authentication, restrict Redis to trusted backend networks only, rotate broker/session data, and review Celery queues for tampering.",,9.1,"T1552, T1213, T1105",no
Unauthenticated role mass assignment creates admin users,critical,OWASP Juice Shop 6.2.0-SNAPSHOT on Node/Express:3000,Use server-side field allowlists for registration and assign roles only through authenticated administrative workflows.,,9.1,"T1190, T1068",no
Unsigned alg=none JWT accepted for protected user API,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / express-jwt 0.1.3 JWT validation:3000,Upgrade JWT middleware and enforce an explicit algorithms allowlist that excludes none.,,9.1,"T1550.001, T1190",no
JWT RS256-to-HS256 algorithm confusion using exposed public key,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / express-jwt 0.1.3 JWT validation:3000,Pin JWT verification to RS256 and upgrade JWT libraries; never allow symmetric algorithms for tokens intended to be verified with RSA keys.,,9.8,"T1550.001, T1190",no
Broken object-level authorization on /api/Users/{id} exposes other users,high,OWASP Juice Shop 6.2.0-SNAPSHOT user API:3000,Enforce per-object authorization checks and return only safe user fields.,,8.1,T1190,no
JWT payload discloses password hashes and server-side account fields,medium,OWASP Juice Shop 6.2.0-SNAPSHOT JWT session handling:3000,Minimize JWT claims to non-sensitive identifiers and fetch privileged account details server-side after authorization checks.,,6.5,T1552,no
"Unauthenticated Redis exposes CONFIG SET, replication, Lua, and DEBUG primitives",critical,Redis 7.2.13,"Require Redis authentication, bind to trusted interfaces only, firewall port 6379, disable dangerous commands, and audit data for exposure.",,9.8,"T1210, T1213, T1499",no
File extension filter bypass leaks protected backup artifacts,medium,OWASP Juice Shop 6.2.0-SNAPSHOT FTP file server:3000,"Reject encoded/null-byte path components, normalize paths before extension checks, and move backups outside the web root.",,6.5,"T1190, T1083",no
Sequential user-object IDOR allows customers to read other users' profiles,high,OWASP Juice Shop users API:3000,Enforce per-object ownership or admin role checks on /api/Users/:id and return only sanitized profile fields.,,7.5,"T1190, T1078, T1087",no
Sensitive data embedded in decodable JWT claims,medium,OWASP Juice Shop 6.2.0-SNAPSHOT JWT authentication:3000,Remove sensitive fields from JWT payloads; store secrets server-side and include only minimal non-sensitive claims.,,5.5,T1552.001,no
Reversible and replayable Z85 coupon tokens allow unauthorized discounts,medium,OWASP Juice Shop basket coupon API:3000,"Use random high-entropy coupon codes stored hashed server-side, bind coupons to validity windows/users where appropriate, and enforce one-time redemption instead of reversible encoding.",,6.5,"T1606, T1190",no
JWT payload exposes password hash and MFA secret fields,medium,OWASP Juice Shop JWT authentication API:3000,"Issue minimal JWT claims only, remove password/MFA/secret fields from tokens, rotate exposed tokens, and use short expirations with server-side authorization lookups.",,5.9,"T1552, T1528, T1078",no
SQL injection authentication bypass returns admin JWT,critical,OWASP Juice Shop 6.2.0-SNAPSHOT login API:3000,Parameterize the login query and authenticate by fetching the user by exact email before verifying the password hash.,,9.8,"T1190, T1550",no
Login SQL injection returns administrator JWT,critical,OWASP Juice Shop 6.2.0-SNAPSHOT login API:3000,"Use parameterized queries/ORM predicates for login lookup, never concatenate credentials into SQL, and add regression tests for authentication-bypass payloads.",,9.8,"T1190, T1110",no
Low-privileged customer token can read all users,high,OWASP Juice Shop 6.2.0-SNAPSHOT Users API:3000,Enforce role-based authorization on user collection APIs and return only self-scoped data to customer tokens.,,8.1,"T1190, T1087",no
Cross-account user object IDOR,medium,OWASP Juice Shop 6.2.0-SNAPSHOT Users API:3000,Add object-level authorization so customers can only read their own user object unless they have an administrator role.,,6.5,T1190,no
Exposed premium key grants deluxe membership,medium,OWASP Juice Shop 6.2.0-SNAPSHOT deluxe membership flow:3000,"Remove public exposure of premium.key, rotate the key, and replace static shared secrets with per-user server-side grants.",,6.8,"T1552, T1190",no
Stored XSS via unsanitized product description update,high,OWASP Juice Shop 6.2.0-SNAPSHOT sanitize-html 1.4.2/product API:3000,"Upgrade sanitize-html, apply a strict allowlist before storing product descriptions, and block iframe/srcdoc/svg event-handler attributes.",,8.0,CVE-2017-16016,no
Unauthenticated Redis broker read/write on internal network,high,Redis 7.2.13 / Celery broker on 172.18.0.9:6379,"Require Redis authentication/ACLs, enable protected mode, bind only to trusted interfaces, and restrict broker access with network policies.",,8.8,"T1190, T1552, T1071",no
JWT stored in browser-accessible localStorage and cookie,medium,OWASP Juice Shop frontend:3000,"Store session tokens only in HttpOnly, Secure, SameSite cookies set by the server and harden/eradicate XSS sinks.",,5.4,T1539,no
Unauthenticated password reset account takeover via SecurityAnswers creation,critical,OWASP Juice Shop 6.2.0-SNAPSHOT password reset / SecurityAnswers API:3000,"Require authenticated ownership or verified reset-token state before creating security answers, and require an out-of-band reset token for password resets.",,9.8,"T1190, T1098, T1078",no
Password reset response leaks password hash and account metadata,medium,OWASP Juice Shop 6.2.0-SNAPSHOT password reset API:3000,Return only a generic success message from reset flows and never serialize password hashes or account records.,,6.5,T1552,no
Password reset does not invalidate pre-existing JWT sessions,high,OWASP Juice Shop 6.2.0-SNAPSHOT JWT session handling:3000,Invalidate all existing sessions on password reset by tracking token version/passwordChangedAt and enforcing exp.,,7.5,"T1550, T1078",no
Issued JWTs lack expiration claims,medium,OWASP Juice Shop 6.2.0-SNAPSHOT JWT session handling:3000,Add short exp values to JWTs and enforce expiry during verification; combine with server-side token versioning for resets.,,6.8,T1550,no
Cross-account basket object disclosure via /rest/basket/{id},medium,OWASP Juice Shop 6.2.0-SNAPSHOT basket API:3000,Enforce basket ownership checks and use non-enumerable identifiers for user-scoped objects.,,6.5,T1190,no
Authentication details endpoint exposes all user authentication metadata to customers,high,OWASP Juice Shop 6.2.0-SNAPSHOT authentication details API:3000,"Restrict authentication-details to the current user's minimal metadata, or require admin role for aggregate views and redact all secret/token fields.",,8.1,"T1087, T1552",no
Admin API write/delete reachable with forged alg=none administrator JWT,critical,OWASP Juice Shop 6.2.0-SNAPSHOT Users API:3000,"Fix JWT verification immediately, then enforce explicit admin role checks and audit logging for user update/delete operations.",,9.1,"T1098, T1531, T1078",no
Public premium key enables customer-to-deluxe privilege upgrade,high,OWASP Juice Shop 6.2.0-SNAPSHOT deluxe membership flow:3000,Remove public access to premium.key and replace shared-key activation with server-side one-time payment/entitlement validation.,,8.1,"T1190, T1068",no
Unsigned alg=none JWT accepted for administrator access,critical,OWASP Juice Shop JWT auth on 10.10.0.20:3000,"Upgrade JWT middleware, pin algorithms to RS256, reject alg=none, rotate keys, and invalidate issued tokens.",,9.8,"T1190, T1550.003, T1078",no
Unauthenticated admin configuration disclosure,medium,OWASP Juice Shop admin configuration API on 10.10.0.20:3000,Require administrator authorization for configuration routes and redact sensitive fields before returning configuration data.,,5.3,"T1190, T1082",no
SQL injection authentication bypass in login,critical,OWASP Juice Shop login API on 10.10.0.20:3000,Use parameterized credential lookup and password verification; never concatenate login fields into SQL.,,9.8,"T1190, T1078, T1059",no
Cross-account user object read IDOR/BOLA,high,OWASP Juice Shop Users API on 10.10.0.20:3000,Enforce object-level authorization: users may read only their own records unless they are administrators.,,7.5,"T1190, T1087",no
JWT payload leaks password hash and TOTP secret field to clients,medium,OWASP Juice Shop JWT issuance on 10.10.0.20:3000,"Minimize JWT claims to non-sensitive identifiers and role, rotate tokens, and keep password/MFA secrets server-side only.",,6.5,"T1552.005, T1552",no
Stored XSS via product description iframe srcdoc/SVG payload,high,OWASP Juice Shop product catalog on 10.10.0.20:3000,"Upgrade sanitize-html, strip iframe/svg/event attributes/srcdoc, sanitize on write, and render product descriptions as text unless explicitly trusted.",,8.0,"T1190, T1059.007, T1189",no
JWT Algorithm Confusion Allows Forged Admin Tokens,critical,OWASP Juice Shop / Express JWT auth on 10.10.0.20:3000,"Upgrade JWT middleware, pin allowed algorithms to RS256 only, reject alg=none, never reuse public keys as HMAC secrets, and restrict public access to key material where possible.",,9.8,"T1190, T1552",no
JWT alg=none Signature Bypass,critical,OWASP Juice Shop / Express JWT auth on 10.10.0.20:3000,"Disable alg=none support, pin JWT algorithms server-side, and upgrade legacy JWT middleware such as express-jwt 0.1.3.",,9.1,T1190,no
UNION SQL Injection in Product Search Leaks User Records,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / Node.js Express:3000,Parameterize the product search query and reject/escape SQL metacharacters; add regression tests for UNION payloads.,,9.1,"T1190, T1059",no
JWT RSA/HMAC Algorithm Confusion Enables Admin Token Forgery,critical,OWASP Juice Shop 6.2.0-SNAPSHOT using express-jwt 0.1.3/jsonwebtoken:3000,"Upgrade express-jwt/jsonwebtoken, pin allowed algorithms to RS256 only, separate HMAC and RSA keys, remove public key exposure if unnecessary, and rotate JWT signing keys.",,9.8,"T1606, T1190",no
FTP Null-Byte Extension Bypass Discloses Server Package Metadata,medium,OWASP Juice Shop 6.2.0-SNAPSHOT static FTP download route:3000,"Decode input once, reject null bytes and traversal, enforce an allowlist on canonical filenames, and remove backup files from public directories.",,5.3,"T1083, T1190",no
SQL Injection Authentication Bypass in Login Email Field,critical,OWASP Juice Shop / Node.js Express:3000,Replace string-concatenated SQL in authentication with parameterized queries and reject SQL metacharacter payloads only as defense-in-depth.,,9.8,"T1190, T1059",no
Unauthenticated JWT and Premium Key Disclosure,high,OWASP Juice Shop static encryption key endpoints:3000,"Move cryptographic material outside the web root, revoke exposed keys, and load secrets from a protected secret manager.",,8.1,"T1552.001, T1589",no
JWT RS256-to-HS256 Algorithm Confusion Allows Admin Token Forgery,critical,OWASP Juice Shop JWT verifier:3000,"Pin JWT verification to RS256, reject all other alg values, rotate signing keys, and invalidate forged tokens.",,9.8,"T1606, T1550",no
JWT alg=none Accepted for Administrator Access,critical,OWASP Juice Shop JWT verifier:3000,"Disable alg=none support, pin accepted algorithms, and reject unsigned tokens before claim processing.",,9.8,"T1606, T1550",no
Server-Issued JWTs Disclose Sensitive User Fields and Have No Expiration,high,OWASP Juice Shop JWT issuance:3000,Issue short-lived JWTs containing only minimal claims; remove password/totpSecret/deluxeToken from tokens and rotate any exposed secrets.,,8.6,"T1552.005, T1528",no
Unauthenticated Role Mass Assignment Creates Administrator Accounts,critical,OWASP Juice Shop user registration API:3000,Ignore client-supplied role during registration and enforce server-side authorization for role changes.,,9.8,"T1190, T1098",no
SQL Injection in Product Search Reaches SQLite,high,OWASP Juice Shop product search API:3000,Replace dynamic SQL construction in product search with bind parameters and return generic database errors.,,8.1,T1190,no
Encoded Null-Byte Backup File Exposure in FTP Static Area,medium,OWASP Juice Shop FTP/static file route:3000,Remove backup files from the web-accessible FTP directory and reject encoded null bytes and backup extensions after full URL decoding.,,6.5,"T1083, T1005",no
Customer token can enumerate entire Users collection,high,OWASP Juice Shop 6.2.0-SNAPSHOT user API:3000,Restrict collection-wide user listing to administrators and apply safe-field response filtering.,,8.1,T1190,no
Unauthenticated UNION SQL Injection Exfiltrates Admin Credentials,critical,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,Replace string-concatenated SQL with parameterized queries and add regression tests for UNION/error/time-based SQLi payloads.,,9.8,"T1190, T1213",no
Unsigned JWT alg=none Admin Authorization Bypass,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / express-jwt 0.1.3 legacy stack:3000,Upgrade JWT middleware and configure an explicit algorithm allow-list that excludes none and symmetric algorithms for RSA keys.,,9.8,"T1550.001, T1190",no
JWT signature bypass via alg=none administrator token,critical,OWASP Juice Shop / Express ^4.22.1,"Pin JWT verification to RS256 or the intended algorithm, reject alg=none, and never trust claims from unsigned tokens.",,9.8,"T1190, T1606",no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop / Express ^4.22.1,"Pin JWT validation to RS256, reject HS* algorithms for RSA keys, rotate JWT keys, and invalidate existing tokens.",,9.8,"T1190, T1606",no
Server-issued JWTs expose password hash/TOTP fields and lack expiration,high,OWASP Juice Shop / Express ^4.22.1,"Remove sensitive fields from JWT payloads, add short exp/issuer/audience claims, and revoke all previously issued tokens.",,7.5,"T1552, T1606",no
Unauthenticated Redis allows arbitrary read/write on internal broker,high,Redis 7.2.13,"Require Redis authentication/ACLs, bind only to trusted interfaces, firewall 6379, and segregate Celery broker privileges from administrative Redis commands.",,8.8,"T1552, T1570",no
Unauthenticated ChromaDB exposes GENESIS collections and credential-bearing session reflections,critical,ChromaDB 0.5.18,"Require authentication/authorization for ChromaDB APIs, remove sensitive session reflections, rotate any credentials exposed in collections, and restrict network access to trusted services only.",,9.1,"T1552, T1087, T1046",no
JWT algorithm confusion allows forging admin tokens with exposed RSA public key,critical,OWASP Juice Shop on Express/Node.js:3000,"Pin JWT verification to the intended asymmetric algorithm (RS256), never use public keys as HMAC secrets, and remove public key material from unauthenticated static routes unless required.",,9.8,"T1190, T1552",no
Broken Object Level Authorization on User Object API,high,OWASP Juice Shop user API:3000,"Check that the authenticated subject owns the requested user ID, or require an admin role before returning another user's object.",,8.1,"T1190, T1087",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop HTTP API:3000,"Parameterize the login query, reject raw SQL fragments in identifiers, and add regression tests for authentication-bypass payloads.",,9.8,"T1190, T1556",no
JWT verification bypass via alg=none and RS256-to-HS256 confusion,critical,OWASP Juice Shop JWT authentication:3000,"Pin JWT verification to RS256 only, reject alg=none, never derive allowed algorithms from token headers, and rotate signing keys after exposure.",,9.8,"T1606, T1552",no
Broken object-level authorization exposes administrator user records to customer accounts,high,OWASP Juice Shop User API:3000,Enforce object-level access checks on every /api/Users/{id} request and minimize sensitive fields returned to non-admin users.,,8.1,"T1213, T1530",no
Authentication bypass via SQL injection in login email field,critical,OWASP Juice Shop on Node.js/Express:3000,Replace dynamic SQL with parameterized ORM/prepared statements and verify the supplied password for the selected account.,,9.8,"T1190, T1059",no
Unsigned alg=none JWT accepted for protected API access,critical,OWASP Juice Shop JWT authentication:3000,"Disable alg=none, pin allowed JWT algorithms server-side, and require signature verification for every protected endpoint.",,9.8,"T1190, T1550.001",no
SQL Injection Authentication Bypass in Login,critical,OWASP Juice Shop on 10.10.0.20:3000,Parameterize the login query and validate credentials after fetching the exact user record.,,9.8,"T1190, T1078",no
JWT algorithm confusion: HS256 token signed with exposed RSA public key is accepted,critical,OWASP Juice Shop JWT authentication:3000,Pin JWT verification to RS256 only and separate symmetric/asymmetric key handling so RSA public keys cannot be used as HMAC secrets.,,9.8,"T1190, T1550.001",no
JWT alg=none Administrator Token Accepted,critical,OWASP Juice Shop JWT authorization on 10.10.0.20:3000,Reject alg=none and pin JWT verification to the expected asymmetric algorithm with mandatory signature validation.,,9.8,"T1550, T1078",no
Broken authorization exposes all user records to a low-privileged customer JWT,high,OWASP Juice Shop REST API:3000,Apply server-side RBAC/ownership checks to user-list and user-detail endpoints; do not rely on token presence alone.,,8.1,"T1190, T1087",no
JWT RS256-to-HS256 Algorithm Confusion Using Exposed Public Key,critical,OWASP Juice Shop JWT authorization on 10.10.0.20:3000,Pin JWT verification to RS256 only and ensure public keys are never reused as HMAC secrets.,,9.8,"T1550, T1078",no
JWT payload discloses sensitive account metadata including password hash and role,medium,OWASP Juice Shop JWT authentication:3000,"Issue minimal JWT claims only; remove password hashes, TOTP secrets, deluxe tokens, and internal metadata from tokens.",,6.5,T1552.005,no
Cross-Account User Record IDOR/BOLA,high,OWASP Juice Shop user API on 10.10.0.20:3000,Enforce object-level authorization on every /api/Users/{id} request and limit fields returned to non-sensitive attributes.,,8.1,"T1190, T1087",no
Public premium key enables unauthorized deluxe membership activation,high,OWASP Juice Shop deluxe membership API:3000,Remove /encryptionkeys/premium.key from public access and bind deluxe activation to verified server-side payment state.,,8.1,"T1190, T1552.001",no
Unauthenticated Role Mass Assignment Creates Administrator Accounts,critical,OWASP Juice Shop user registration API on 10.10.0.20:3000,Remove role from the public registration allowlist and set new users to customer server-side.,,9.8,"T1190, T1078, T1068",no
Stored HTML/JavaScript injection in product description via admin product update,high,OWASP Juice Shop product API:3000,Sanitize product descriptions server-side and render them as text or strictly sanitized HTML client-side.,,8.0,"T1190, T1059.007",no
Server-Issued JWTs Leak Sensitive Claims and Lack Expiration,high,OWASP Juice Shop JWT session handling on 10.10.0.20:3000,Use minimal JWT claims and enforce short expiration with refresh-token rotation.,,7.5,"T1552, T1078",no
Error-based SQL injection in product search query parameter,high,OWASP Juice Shop product search:3000,Parameterize product search queries and suppress SQL error detail in HTTP responses.,,8.2,T1190,no
Poison-null/double-encoding bypass exposes backup package artifact under /ftp,medium,OWASP Juice Shop FTP download route:3000,"Canonicalize paths before authorization, reject null-byte/traversal sequences, and restrict downloads to an explicit allow-list.",,6.5,"T1190, T1083",no
Login SQL Injection Authenticates as Administrator,critical,OWASP Juice Shop 20.0.0 / Express ^4.22.1,"Use parameterized queries/ORM predicates for login lookup and add regression tests rejecting SQL metacharacters as syntax, not credentials.",,9.8,"T1190, T1078",no
JWT Signature Verification Bypass via alg=none and RS256-to-HS256 Confusion,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,"Pin JWT verification to RS256 only, explicitly reject alg=none/HS*, and rotate signing keys after deployment.",,9.8,"T1550.001, T1190",no
JWT Claims Expose Sensitive Account Secrets and Lack Expiration,high,OWASP Juice Shop 20.0.0 JWT authentication:3000,Minimize JWT claims to identity/authorization fields only and enforce short expiration with refresh-token rotation.,,8.1,"T1552, T1528",no
Broken Object-Level Authorization Allows Customer to Read Arbitrary User Records,high,OWASP Juice Shop 20.0.0 REST API:3000,Enforce per-object authorization on /api/Users/{id} and suppress sensitive fields from non-admin responses.,,8.6,T1190,no
Restricted /ftp backup files downloadable via double-encoded null-byte extension bypass,high,OWASP Juice Shop /ftp static download route:3000,"Canonicalize paths before extension checks, reject encoded/null bytes, and replace extension block-lists with explicit allow-lists for downloadable files.",,7.5,"T1190, T1083",no
Unauthenticated GENESIS Replica Manager allows arbitrary replica creation,critical,GENESIS Replica Manager 7.0.0,"Require strong authentication and authorization for /spawn, /replicas, and DELETE /replicas/{id}; restrict the service to a management network and audit/remove unauthorized replicas.",,9.0,"T1611, T1610, T1580",no
JWT alg=none authentication bypass permits arbitrary admin impersonation,critical,OWASP Juice Shop JWT authentication:3000,"Configure JWT verification to allow only the expected asymmetric algorithm, reject alg=none, and never trust client-supplied algorithm choices.",,9.8,"T1550.001, T1606",no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop JWT authentication:3000,"Pin JWT verification to RS256, reject HS* tokens for RSA keys, and separate symmetric and asymmetric key handling.",,9.8,"T1550.001, T1606",no
Broken object-level authorization exposes other users via /api/Users/{id},high,OWASP Juice Shop user API:3000,"Add object-level authorization so non-admin users can access only their own user record, and return redacted fields.",,7.5,T1190,no
Login JWT leaks password hash and full account metadata in client-visible claims,medium,OWASP Juice Shop JWT authentication:3000,Minimize JWT claims to non-sensitive identifiers and authorization attributes; never serialize the full database user object into tokens.,,6.5,T1552.001,no
JWT RS256-to-HS256 Algorithm Confusion Enables Admin Token Forgery,critical,OWASP Juice Shop 6.2.0-SNAPSHOT / legacy jsonwebtoken + express-jwt stack:3000,Upgrade JWT middleware and enforce an explicit RS256-only allow-list; never allow HS256 verification with an RSA public key.,,9.8,"T1550.001, T1190",no
Missing Registration Validation Allows Creation of Null-Email User Records,low,OWASP Juice Shop user registration API:3000,Enforce server-side required-field and type validation on registration before inserting user records.,,4.3,T1190,no
Unauthenticated Redis permits dangerous administrative commands and RCE primitives,critical,Redis 7.2.13,"Bind Redis to trusted interfaces only, enable AUTH/ACLs, disable dangerous commands, rotate any data/queue secrets, and isolate worker queues from untrusted clients.",,9.8,"T1552, T1210, T1105",no
JWT authentication bypass via unsigned alg=none tokens,critical,OWASP Juice Shop HTTP API:3000,"Pin the expected JWT algorithm to RS256 or another intended asymmetric algorithm, reject alg=none, and validate issuer/audience/expiry server-side.",,9.8,"T1190, T1550",no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop HTTP API:3000,"Restrict accepted JWT algorithms to the expected asymmetric algorithm, disable HS256 for RSA-key verification paths, and rotate JWT keys.",,9.8,"T1190, T1550",no
Unsigned alg=none JWT Accepted for Admin Access,critical,OWASP Juice Shop 6.2.0-SNAPSHOT using express-jwt 0.1.3/jsonwebtoken:3000,"Upgrade JWT middleware, explicitly allow only the intended signed algorithm, and reject alg=none/unsigned tokens; rotate existing tokens after deployment.",,9.8,"T1606, T1190",no
Unauthenticated Password-Recovery Question Disclosure Enables Account Enumeration,medium,OWASP Juice Shop 20.0.0 password recovery:3000,Return indistinguishable responses for valid/invalid emails and avoid exposing recovery questions before verifying account ownership.,,5.3,T1589.002,no
SQL injection in login endpoint bypasses authentication and returns admin JWT,critical,OWASP Juice Shop login API:3000,Replace raw SQL string concatenation with parameterized queries and verify passwords after selecting by exact email.,,9.8,"T1190, T1550.001",no
Broken Object Level Authorization on Basket API,high,OWASP Juice Shop basket API:3000,Enforce basket ownership checks on every basket read/write operation and avoid exposing predictable basket IDs to other users.,,8.1,"T1190, T1087",no
Login SQL Injection Yields Server-Issued Admin JWT,critical,OWASP Juice Shop 20.0.0 / Express ^4.22.1,"Parameterize login queries, validate email syntax, and ensure failed authentication always follows the same safe path.",,9.8,"T1190, T1552",no
Unsigned alg=none JWT Accepted for Admin Impersonation,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,Pin JWT verification to the expected asymmetric algorithm and explicitly reject alg=none tokens.,,9.8,"T1550.001, T1190",no
JWT RS256-to-HS256 Algorithm Confusion via Exposed RSA Public Key,critical,OWASP Juice Shop 20.0.0 JWT authentication:3000,Pin JWT algorithms to RS256 and remove public key material from unauthenticated web paths.,,9.8,"T1550.001, T1190",no
Server-Issued JWTs Expose Sensitive User Fields and Lack Expiration,high,OWASP Juice Shop 20.0.0 JWT authentication:3000,Minimize JWT claims to non-sensitive identifiers and add short expiration plus rotation/revocation controls.,,8.1,"T1552, T1528",no
Unauthenticated Cryptographic Key Exposure,high,OWASP Juice Shop 20.0.0 static key routes:3000,Remove key files from web-accessible routes and rotate exposed keys/secrets.,,8.2,"T1552.001, T1552.004",no
User Object IDOR/BOLA Allows Customer Token to Read Admin Record,high,OWASP Juice Shop 20.0.0 REST API:3000,Enforce per-object authorization: users may only access themselves unless they have a verified admin role.,,8.1,T1190,no
Unauthenticated Mass Assignment Creates Administrator Accounts,critical,OWASP Juice Shop 20.0.0 user registration API:3000,Use server-side allowlists for registration fields and assign roles exclusively server-side.,,9.8,"T1190, T1136.001",no
Stored XSS in Product Description via Admin Product Update,high,OWASP Juice Shop 20.0.0 product API / Angular SPA:3000,Sanitize product descriptions on write and render them as text or with a strict allowlist sanitizer.,,8.0,"T1189, T1059.007",no
FTP Download Extension Filter Bypass Exposes Backup Artifacts,medium,OWASP Juice Shop 20.0.0 /ftp static download route:3000,"Canonicalize and fully decode paths before validation, reject null-byte encodings, and remove backup files from downloadable directories.",,6.5,"T1083, T1552",no
Product Search SQL Injection Reachability with Verbose SQLite Errors,medium,OWASP Juice Shop 20.0.0 product search API:3000,Parameterize product search queries and disable verbose SQL/Express error disclosure.,,6.5,T1190,no
Double-encoded null-byte bypass exposes restricted /ftp backup artifacts,medium,OWASP Juice Shop 20.0.0 / Express HTTP:3000,Canonicalize and fully decode requested filenames before extension checks; reject null bytes and backup extensions before serving files.,,5.3,T1190,no
JWT authentication bypass via alg=none acceptance (CVE-2020-15084),critical,OWASP Juice Shop 20.0.0 / express-jwt 0.1.3,"Upgrade express-jwt/jsonwebtoken, explicitly pin accepted algorithms, and reject unsigned tokens.",,9.1,CVE-2020-15084,no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop 20.0.0 / express-jwt 0.1.3,"Pin JWT verification to RS256, upgrade JWT middleware, and reject HMAC algorithms for tokens expected to be RSA-signed.",,9.1,"T1190, T1550.003",no
Unauthenticated exposure of cryptographic/license key material,medium,OWASP Juice Shop 20.0.0 static encryptionkeys endpoint:3000,Remove key files from the web root; only expose public JWKS if required and never expose license/secrets; enforce authentication and least privilege.,,6.5,T1552.001,no
Poison-null-byte backup download exposes server dependency metadata and legacy coupon corpus,medium,OWASP Juice Shop 6.2.0-SNAPSHOT on 10.10.0.20:3000,Reject encoded null bytes and unexpected backup extensions in download routes; remove package backups and legacy coupon files from the web root.,,5.3,"T1083, T1552",no
Unsigned alg=none JWT accepted for administrator API access,critical,OWASP Juice Shop on Express/Node.js with legacy express-jwt/jsonwebtoken handling:3000,"Upgrade JWT middleware, remove support for alg=none, and configure the verifier with an explicit allow-list of accepted algorithms.",,9.8,"T1190, T1606",no
Unauthenticated password-recovery endpoint leaks account existence and security questions,medium,OWASP Juice Shop password recovery API:3000,Do not expose account-specific recovery questions pre-authentication; use generic responses and reset tokens with rate limiting.,,5.3,"T1589.002, T1552",no
Customer token can read other users' baskets,medium,OWASP Juice Shop 6.2.0-SNAPSHOT basket API:3000,"Enforce that the requested basket belongs to the authenticated user, or require an admin role for cross-user basket access.",,6.5,T1190,no
Poison-Null-Byte Backup Exposure Discloses Package Manifests and Vulnerable Dependency Inventory,medium,OWASP Juice Shop FTP/static file route:3000,Remove backup manifests from the FTP/static directory and validate the fully-decoded path against an allowlist of safe extensions.,,6.5,"T1083, T1592.002",no
Unauthenticated role mass assignment creates persistent administrator accounts,critical,OWASP Juice Shop /api/Users user creation API:3000,"Remove role from public registration input, default new users to customer server-side, and protect role changes with administrator authorization.",,9.8,"T1190, T1068",no
SQL injection authentication bypass in login endpoint,critical,OWASP Juice Shop 6.2.0-SNAPSHOT:3000,Replace concatenated SQL in authentication logic with parameterized Sequelize/ORM lookups and normalize failed-login responses.,,9.8,"T1190, T1078",no
JWT alg=none authentication bypass (CVE-2020-15084),critical,OWASP Juice Shop 6.2.0-SNAPSHOT / express-jwt 0.1.3,"Upgrade JWT middleware and enforce a strict allowlist of algorithms, rejecting alg=none tokens.",,9.1,CVE-2020-15084,no
JWT RS256-to-HS256 algorithm confusion using exposed RSA public key,critical,OWASP Juice Shop JWT authentication:3000,"Restrict JWT verification to RS256 only, reject HS256 for RSA keys, and stop serving key material from unauthenticated static routes.",,9.1,"T1190, T1550",no
JWT not-before Claim Ignored,medium,OWASP Juice Shop / Express JWT auth on 10.10.0.20:3000,"Ensure the JWT library validates nbf, do not set ignoreNotBefore, and upgrade legacy JWT middleware to a maintained release with strict claim validation.",,5.3,T1190,no
